328.0,189.0,53.0,50.0
325.0,187.0,54.0,51.0
322.0,185.0,55.0,52.0
320.0,183.0,56.0,53.0
317.0,181.0,57.0,54.0
314.0,179.0,58.0,55.0
312.0,177.0,59.0,57.0
309.0,175.0,60.0,58.0
306.0,173.0,61.0,59.0
304.0,171.0,62.0,60.0
301.0,169.0,63.0,61.0
298.0,167.0,64.0,62.0
296.0,166.0,66.0,64.0
294.0,164.0,65.0,64.0
293.0,162.0,65.0,64.0
292.0,161.0,65.0,64.0
290.0,159.0,65.0,64.0
289.0,158.0,65.0,64.0
288.0,156.0,65.0,64.0
287.0,155.0,65.0,64.0
285.0,153.0,64.0,64.0
284.0,152.0,64.0,64.0
283.0,150.0,64.0,64.0
282.0,149.0,64.0,64.0
280.0,147.0,64.0,64.0
279.0,146.0,64.0,64.0
278.0,144.0,64.0,64.0
277.0,143.0,64.0,65.0
275.0,141.0,64.0,65.0
274.0,139.0,65.0,65.0
273.0,137.0,66.0,65.0
272.0,135.0,66.0,66.0
271.0,133.0,67.0,66.0
270.0,131.0,68.0,66.0
268.0,129.0,68.0,66.0
267.0,127.0,69.0,67.0
266.0,125.0,70.0,67.0
265.0,123.0,70.0,67.0
264.0,121.0,71.0,67.0
263.0,119.0,72.0,68.0
263.0,117.0,71.0,67.0
264.0,116.0,71.0,67.0
265.0,115.0,70.0,66.0
266.0,114.0,70.0,66.0
267.0,112.0,70.0,66.0
268.0,111.0,69.0,65.0
268.0,110.0,69.0,65.0
269.0,109.0,68.0,64.0
270.0,108.0,68.0,64.0
271.0,106.0,68.0,64.0
272.0,105.0,67.0,63.0
273.0,104.0,67.0,63.0
273.0,103.0,66.0,62.0
274.0,101.0,66.0,62.0
275.0,100.0,66.0,62.0
276.0,99.0,65.0,61.0
277.0,98.0,65.0,61.0
278.0,97.0,65.0,61.0
278.0,96.0,64.0,61.0
279.0,96.0,64.0,61.0
280.0,95.0,63.0,61.0
281.0,95.0,63.0,61.0
282.0,94.0,63.0,61.0
283.0,94.0,62.0,61.0
284.0,93.0,62.0,61.0
285.0,93.0,61.0,61.0
286.0,92.0,61.0,61.0
287.0,92.0,61.0,61.0
288.0,91.0,60.0,61.0
289.0,91.0,60.0,61.0
290.0,90.0,60.0,61.0
